,genres
3667,"['comedy', 'drama', 'romance']"
3668,"['crime', 'action', 'comedy']"
3669,"['drama', 'horror', 'thriller']"
3670,"['drama', 'music', 'romance']"
3671,['horror']
3672,"['comedy', 'family', 'fantasy']"
3673,['scifi']
3674,"['scifi', 'drama', 'romance', 'fantasy']"
3675,['comedy']
3676,"['drama', 'family']"
3677,"['animation', 'drama', 'scifi']"
3678,"['drama', 'comedy', 'fantasy']"
3679,['scifi']
3680,"['comedy', 'romance', 'drama']"
3681,"['comedy', 'drama']"
3682,"['horror', 'mystery', 'thriller']"
3683,"['horror', 'scifi']"
3684,"['adventure', 'fantasy', 'drama']"
3685,['drama']
3686,"['animation', 'action', 'fantasy']"
3687,['comedy']
3688,['horror']
3689,"['action', 'thriller', 'crime']"
3690,"['scifi', 'action', 'thriller']"
3691,['documentary']
3692,['thriller']
3693,['drama']
3694,"['adventure', 'action', 'scifi']"
3695,"['action', 'thriller', 'crime']"
3696,"['animation', 'adventure', 'action', 'fantasy']"
3697,"['drama', 'fantasy', 'animation']"
3698,"['drama', 'romance']"
3699,"['animation', 'mystery', 'comedy', 'family', 'adventure', 'fantasy', 'music']"
3700,"['tv movie', 'comedy', 'family']"
3701,"['drama', 'thriller', 'mystery', 'action']"
3702,"['war', 'action', 'drama']"
3703,"['comedy', 'fantasy', 'horror']"
3704,"['fantasy', 'action', 'adventure', 'family']"
3705,"['action', 'drama', 'thriller']"
3706,"['thriller', 'drama', 'crime', 'mystery']"
3707,"['comedy', 'crime', 'drama']"
3708,"['crime', 'drama', 'mystery', 'thriller']"
3709,"['history', 'documentary']"
3710,"['romance', 'drama']"
3711,"['horror', 'action', 'thriller', 'crime']"
3712,"['action', 'thriller']"
3713,"['scifi', 'adventure']"
3714,"['thriller', 'action', 'crime']"
3715,"['action', 'adventure', 'scifi']"
3716,"['drama', 'horror', 'mystery']"
3717,"['adventure', 'action', 'thriller']"
3718,"['crime', 'comedy', 'drama']"
3719,"['war', 'history', 'drama']"
3720,"['scifi', 'romance']"
3721,"['horror', 'thriller']"
3722,['comedy']
3723,"['action', 'thriller']"
3724,"['adventure', 'action', 'thriller']"
3725,"['horror', 'mystery']"
3726,"['adventure', 'family', 'drama']"
3727,['comedy']
3728,"['thriller', 'crime', 'action']"
3729,"['adventure', 'action', 'thriller']"
3730,"['family', 'drama', 'comedy']"
3731,['thriller']
3732,"['comedy', 'fantasy', 'scifi']"
3733,"['comedy', 'drama']"
3734,"['family', 'comedy']"
3735,"['mystery', 'thriller', 'horror']"
3736,"['drama', 'history']"
3737,"['action', 'adventure', 'scifi', 'fantasy']"
3738,"['war', 'history', 'action', 'adventure', 'drama', 'romance']"
3739,"['comedy', 'romance', 'drama']"
3740,"['action', 'crime', 'drama']"
3741,"['thriller', 'tv movie']"
3742,"['horror', 'mystery']"
3743,"['action', 'crime', 'thriller']"
3744,"['comedy', 'drama', 'romance']"
3745,"['adventure', 'animation', 'action', 'scifi']"
3746,['comedy']
3747,"['horror', 'drama', 'thriller']"
3748,"['comedy', 'romance']"
3749,"['family', 'action', 'adventure', 'scifi', 'fantasy']"
3750,"['action', 'thriller', 'scifi']"
3751,"['animation', 'family']"
3752,"['horror', 'scifi', 'thriller']"
3753,['documentary']
3754,"['animation', 'family', 'comedy', 'adventure']"
3755,"['drama', 'family']"
3756,"['animation', 'action', 'thriller']"
3757,['drama']
3758,"['action', 'scifi', 'horror']"
3759,"['drama', 'history']"
3760,"['romance', 'drama', 'family']"
3761,"['action', 'drama', 'thriller']"
3762,"['action', 'horror', 'mystery']"
3763,"['drama', 'history']"
3764,['action']
3765,"['horror', 'comedy', 'action', 'scifi', 'thriller']"
3766,"['comedy', 'crime']"
3767,"['action', 'comedy', 'romance']"
3768,['thriller']
3769,['horror']
3770,"['adventure', 'fantasy', 'animation', 'action', 'scifi', 'family']"
3771,['animation']
3772,['comedy']
3773,"['adventure', 'animation', 'fantasy']"
3774,"['adventure', 'action', 'comedy', 'thriller', 'crime']"
3775,"['comedy', 'family']"
3776,"['crime', 'drama', 'thriller']"
3777,"['action', 'comedy']"
3778,"['adventure', 'action', 'thriller']"
3779,"['action', 'thriller']"
3780,"['animation', 'comedy', 'family']"
3781,"['action', 'drama', 'war']"
3782,"['adventure', 'fantasy', 'animation', 'family']"
3783,"['drama', 'romance']"
3784,"['comedy', 'action', 'thriller']"
3785,"['crime', 'action', 'thriller']"
3786,"['horror', 'drama', 'thriller']"
3787,"['crime', 'drama', 'thriller']"
3788,"['family', 'adventure', 'drama']"
3789,['drama']
3790,"['comedy', 'family']"
3791,"['comedy', 'music', 'romance', 'fantasy']"
3792,"['thriller', 'crime', 'drama']"
3793,['comedy']
3794,"['crime', 'drama']"
3795,"['horror', 'thriller']"
3796,"['drama', 'family', 'music', 'romance']"
3797,"['drama', 'mystery', 'thriller', 'crime']"
3798,['horror']
3799,"['family', 'comedy']"
3800,"['comedy', 'crime', 'action']"
3801,"['horror', 'scifi', 'drama']"
3802,"['action', 'thriller', 'drama']"
3803,['comedy']
3804,"['action', 'crime', 'thriller']"
3805,"['action', 'adventure', 'drama']"
3806,['western']
3807,"['action', 'drama']"
3808,"['action', 'animation', 'comedy']"
3809,"['action', 'crime']"
3810,"['action', 'comedy']"
3811,"['animation', 'action', 'adventure', 'scifi']"
3812,"['adventure', 'drama', 'scifi']"
3813,"['action', 'comedy', 'crime', 'drama']"
3814,['comedy']
3815,"['horror', 'thriller']"
3816,['horror']
3817,"['comedy', 'adventure']"
3818,"['drama', 'mystery', 'comedy']"
3819,"['action', 'crime', 'scifi', 'thriller']"
3820,"['adventure', 'drama', 'family']"
3821,"['comedy', 'romance']"
3822,"['adventure', 'action', 'thriller']"
3823,"['thriller', 'mystery', 'drama', 'horror', 'crime']"
3824,"['family', 'adventure', 'animation']"
3825,"['action', 'comedy', 'scifi']"
3826,"['action', 'mystery', 'scifi', 'horror']"
3827,"['action', 'adventure', 'thriller']"
3828,"['animation', 'comedy', 'family', 'adventure']"
3829,['animation']
3830,"['horror', 'comedy']"
3831,"['comedy', 'drama']"
3832,"['horror', 'thriller']"
3833,"['family', 'adventure', 'comedy', 'fantasy']"
3834,"['drama', 'romance']"
3835,"['action', 'adventure', 'fantasy', 'horror', 'scifi', 'thriller']"
3836,"['family', 'comedy', 'scifi', 'tv movie']"
3837,['documentary']
3838,"['scifi', 'action']"
3839,"['horror', 'action', 'thriller']"
3840,"['action', 'thriller', 'comedy', 'crime']"
3841,"['animation', 'romance', 'adventure', 'drama', 'fantasy']"
3842,"['animation', 'action', 'scifi']"
3843,"['crime', 'thriller']"
3844,"['action', 'scifi', 'thriller']"
3845,['thriller']
3846,"['mystery', 'thriller']"
3847,"['fantasy', 'comedy']"
3848,"['action', 'comedy', 'crime']"
3849,"['action', 'comedy', 'documentary']"
3850,"['horror', 'drama', 'adventure']"
3851,"['horror', 'comedy', 'fantasy']"
3852,"['western', 'drama', 'history']"
3853,['comedy']
3854,"['music', 'drama', 'family', 'romance']"
3855,"['horror', 'thriller', 'mystery']"
3856,"['action', 'thriller', 'crime']"
3857,"['action', 'animation', 'adventure']"
3858,"['comedy', 'action', 'adventure']"
3859,"['mystery', 'drama']"
3860,"['animation', 'action', 'adventure', 'fantasy', 'scifi']"
3861,"['comedy', 'crime', 'adventure', 'fantasy']"
3862,"['drama', 'adventure', 'action', 'history']"
3863,"['comedy', 'western']"
3864,"['romance', 'comedy']"
3865,"['thriller', 'romance', 'adventure']"
3866,"['thriller', 'drama', 'mystery']"
3867,"['war', 'action', 'drama', 'history']"
3868,"['comedy', 'family']"
3869,"['adventure', 'action', 'thriller', 'scifi']"
3870,"['animation', 'drama', 'romance']"
3871,"['drama', 'history']"
3872,['drama']
3873,"['horror', 'thriller']"
3874,"['mystery', 'scifi', 'thriller']"
3875,"['drama', 'history']"
3876,"['adventure', 'drama', 'family']"
3877,"['fantasy', 'horror', 'thriller']"
3878,"['drama', 'music', 'romance']"
3879,"['animation', 'scifi', 'adventure', 'action', 'drama']"
3880,"['comedy', 'music', 'drama']"
3881,"['action', 'thriller', 'scifi', 'mystery']"
3882,['drama']
3883,['horror']
3884,"['horror', 'thriller']"
3885,"['adventure', 'horror', 'scifi']"
3886,"['family', 'fantasy', 'comedy']"
3887,"['drama', 'action', 'crime']"
3888,"['animation', 'comedy', 'family', 'mystery', 'fantasy']"
3889,"['drama', 'romance']"
3890,"['animation', 'horror', 'adventure', 'comedy']"
3891,['action']
3892,"['thriller', 'drama', 'romance']"
3893,"['horror', 'action', 'thriller']"
3894,"['comedy', 'family']"
3895,"['thriller', 'drama', 'crime', 'mystery', 'history']"
3896,['thriller']
3897,"['family', 'fantasy', 'animation', 'adventure', 'tv movie']"
3898,"['action', 'comedy', 'war']"
3899,"['comedy', 'drama', 'family', 'music', 'romance', 'tv movie']"
3900,"['drama', 'mystery', 'thriller']"
3901,"['horror', 'scifi', 'thriller']"
3902,"['comedy', 'fantasy', 'romance']"
3903,"['animation', 'romance']"
3904,"['comedy', 'drama', 'family', 'fantasy', 'tv movie']"
3905,"['horror', 'thriller', 'mystery']"
3906,"['action', 'scifi', 'thriller', 'mystery']"
3907,"['comedy', 'romance']"
3908,['scifi']
3909,"['western', 'adventure', 'action']"
3910,"['action', 'crime', 'drama', 'thriller']"
3911,"['scifi', 'drama', 'romance']"
3912,['horror']
3913,['action']
3914,"['scifi', 'animation']"
3915,['documentary']
3916,"['horror', 'scifi']"
3917,"['animation', 'action', 'fantasy']"
3918,"['action', 'horror', 'mystery', 'scifi', 'thriller']"
3919,"['horror', 'comedy']"
3920,"['action', 'fantasy', 'scifi']"
3921,"['crime', 'drama']"
3922,"['drama', 'comedy', 'war']"
3923,['comedy']
3924,"['scifi', 'thriller', 'romance']"
3925,"['comedy', 'animation', 'family', 'fantasy']"
3926,"['animation', 'family']"
3927,"['drama', 'action']"
3928,"['animation', 'drama', 'fantasy']"
3929,"['animation', 'comedy', 'family']"
3930,"['drama', 'war']"
3931,"['crime', 'drama', 'thriller']"
3932,['drama']
3933,"['horror', 'mystery']"
3934,"['crime', 'action', 'drama']"
3935,"['comedy', 'fantasy', 'romance', 'horror']"
3936,"['adventure', 'animation', 'comedy', 'family']"
3937,"['fantasy', 'comedy', 'romance']"
3938,"['action', 'thriller', 'mystery']"
3939,"['family', 'fantasy', 'comedy', 'adventure']"
3940,"['animation', 'comedy', 'family']"
3941,"['drama', 'fantasy', 'scifi']"
3942,"['animation', 'family']"
3943,['comedy']
3944,"['animation', 'family', 'fantasy']"
3945,"['action', 'crime', 'drama', 'thriller']"
3946,"['drama', 'comedy']"
3947,"['fantasy', 'action', 'horror']"
3948,"['action', 'horror']"
3949,"['action', 'horror', 'scifi']"
3950,['comedy']
3951,"['action', 'animation', 'family', 'scifi', 'tv movie']"
3952,['drama']
3953,['drama']
3954,['drama']
3955,"['fantasy', 'animation', 'comedy', 'family']"
3956,"['animation', 'comedy', 'family', 'crime']"
3957,['thriller']
3958,['western']
3959,['horror']
3960,"['thriller', 'crime', 'drama']"
3961,"['action', 'adventure', 'scifi', 'romance']"
3962,"['animation', 'adventure', 'family', 'fantasy']"
3963,"['horror', 'thriller']"
3964,"['thriller', 'action']"
3965,"['scifi', 'action']"
3966,"['drama', 'romance', 'war']"
3967,"['crime', 'action', 'drama']"
3968,"['animation', 'family']"
3969,"['animation', 'family']"
3970,"['drama', 'romance']"
3971,"['adventure', 'comedy', 'family', 'fantasy']"
3972,"['comedy', 'scifi']"
3973,"['family', 'fantasy', 'animation', 'adventure']"
3974,['comedy']
3975,"['drama', 'crime']"
3976,"['family', 'animation', 'action', 'scifi']"
3977,"['drama', 'war']"
3978,"['comedy', 'music', 'romance']"
3979,"['action', 'crime', 'scifi']"
3980,"['animation', 'comedy', 'adventure', 'family']"
3981,"['drama', 'romance', 'history']"
3982,"['action', 'adventure', 'history']"
3983,"['action', 'comedy']"
3984,['drama']
3985,"['family', 'animation']"
3986,"['comedy', 'drama', 'romance']"
3987,"['action', 'comedy']"
3988,"['action', 'crime', 'drama', 'thriller']"
3989,"['adventure', 'action', 'animation']"
3990,"['comedy', 'family', 'tv movie']"
3991,"['history', 'romance']"
3992,"['animation', 'comedy', 'family']"
3993,"['action', 'thriller', 'crime']"
3994,"['adventure', 'action']"
3995,"['drama', 'action']"
3996,"['scifi', 'action']"
3997,['action']
3998,"['comedy', 'drama']"
3999,['drama']
4000,"['adventure', 'horror', 'action', 'thriller', 'scifi']"
4001,['comedy']
4002,"['romance', 'comedy']"
4003,['documentary']
4004,"['family', 'adventure', 'comedy', 'fantasy']"
4005,"['adventure', 'drama', 'romance', 'action']"
4006,"['animation', 'fantasy', 'adventure']"
4007,"['drama', 'scifi', 'thriller']"
4008,"['action', 'animation', 'tv movie', 'scifi']"
4009,"['action', 'crime', 'mystery']"
4010,"['family', 'animation', 'comedy']"
4011,"['family', 'animation', 'adventure', 'comedy', 'crime']"
4012,['drama']
4013,"['drama', 'thriller']"
4014,"['fantasy', 'drama', 'family']"
4015,"['animation', 'comedy', 'tv movie']"
4016,"['horror', 'drama', 'thriller']"
4017,"['thriller', 'crime', 'mystery']"
4018,"['scifi', 'action', 'adventure', 'comedy', 'tv movie']"
4019,"['horror', 'drama', 'mystery']"
4020,"['action', 'drama']"
4021,"['comedy', 'action']"
4022,"['animation', 'fantasy', 'mystery', 'horror', 'action']"
4023,"['romance', 'comedy', 'family']"
4024,"['fantasy', 'family']"
4025,"['thriller', 'action']"
4026,"['fantasy', 'adventure', 'comedy', 'tv movie']"
4027,"['thriller', 'crime', 'drama']"
4028,"['family', 'animation']"
4029,['family']
4030,"['thriller', 'action', 'mystery']"
4031,"['comedy', 'adventure', 'family', 'animation']"
4032,['drama']
4033,"['drama', 'horror']"
4034,"['action', 'thriller']"
4035,"['drama', 'scifi', 'horror']"
4036,"['crime', 'thriller', 'drama']"
4037,"['adventure', 'action', 'comedy', 'thriller', 'crime']"
4038,"['animation', 'adventure', 'comedy', 'family']"
4039,"['action', 'adventure', 'scifi']"
4040,"['action', 'crime', 'thriller']"
4041,"['crime', 'comedy']"
4042,"['crime', 'drama']"
4043,"['horror', 'thriller']"
4044,['drama']
4045,"['horror', 'comedy']"
4046,"['action', 'comedy']"
4047,"['comedy', 'drama', 'romance']"
4048,"['mystery', 'thriller', 'drama', 'horror']"
4049,['documentary']
4050,"['comedy', 'romance', 'drama']"
4051,"['horror', 'mystery', 'thriller']"
4052,"['action', 'thriller']"
4053,"['scifi', 'thriller']"
4054,"['action', 'adventure', 'family', 'fantasy', 'tv movie']"
4055,"['scifi', 'fantasy']"
4056,"['romance', 'comedy']"
4057,"['action', 'crime', 'drama']"
4058,"['drama', 'romance']"
4059,"['fantasy', 'animation', 'action', 'comedy', 'family']"
4060,"['comedy', 'romance']"
4061,['drama']
4062,"['scifi', 'comedy', 'drama']"
4063,"['adventure', 'drama']"
4064,"['thriller', 'drama', 'crime']"
4065,"['thriller', 'horror', 'drama']"
4066,"['animation', 'comedy', 'family']"
4067,"['comedy', 'drama']"
4068,['comedy']
4069,"['mystery', 'thriller']"
4070,"['drama', 'comedy', 'romance']"
4071,"['animation', 'family', 'comedy', 'scifi', 'adventure']"
4072,['drama']
4073,"['drama', 'romance']"
4074,"['drama', 'comedy']"
4075,"['action', 'animation', 'history']"
4076,"['crime', 'action', 'drama']"
4077,"['action', 'adventure', 'animation', 'scifi']"
4078,"['thriller', 'mystery']"
4079,"['mystery', 'thriller', 'crime']"
4080,['comedy']
4081,"['adventure', 'drama', 'history', 'thriller', 'war']"
4082,"['thriller', 'romance']"
4083,"['action', 'animation', 'adventure', 'fantasy']"
4084,"['animation', 'adventure', 'comedy', 'fantasy', 'action', 'family']"
4085,"['animation', 'romance', 'scifi', 'comedy']"
4086,"['mystery', 'thriller', 'horror']"
4087,"['action', 'drama']"
4088,"['drama', 'history']"
4089,"['animation', 'adventure']"
4090,"['thriller', 'drama', 'action']"
4091,"['adventure', 'action', 'comedy', 'romance']"
4092,"['horror', 'thriller']"
4093,"['romance', 'comedy', 'tv movie', 'music']"
4094,"['comedy', 'scifi', 'action']"
4095,"['mystery', 'romance', 'thriller']"
4096,['documentary']
4097,"['adventure', 'comedy', 'crime']"
4098,"['drama', 'history', 'war']"
4099,"['drama', 'history', 'crime', 'thriller']"
4100,"['action', 'thriller', 'crime']"
4101,"['action', 'scifi', 'adventure']"
4102,['thriller']
4103,"['horror', 'thriller']"
4104,['horror']
4105,"['drama', 'war']"
4106,"['family', 'adventure', 'fantasy']"
4107,"['comedy', 'drama', 'romance']"
4108,"['drama', 'history', 'romance']"
4109,"['adventure', 'comedy', 'drama', 'fantasy']"
4110,"['action', 'crime', 'thriller']"
4111,['comedy']
4112,"['horror', 'thriller', 'fantasy', 'mystery']"
4113,['documentary']
4114,"['animation', 'action', 'adventure', 'family']"
4115,"['drama', 'western', 'adventure']"
4116,"['animation', 'comedy', 'family']"
4117,"['comedy', 'scifi']"
4118,"['drama', 'romance']"
4119,"['crime', 'drama']"
4120,"['comedy', 'horror', 'scifi']"
4121,"['drama', 'romance']"
4122,"['drama', 'war']"
4123,"['thriller', 'mystery', 'adventure']"
4124,"['drama', 'action']"
4125,"['comedy', 'family', 'romance']"
4126,"['crime', 'drama', 'mystery']"
4127,"['action', 'scifi']"
4128,['drama']
4129,['drama']
4130,"['action', 'adventure', 'animation']"
4131,"['action', 'crime', 'thriller']"
4132,"['drama', 'scifi', 'adventure']"
4133,['drama']
4134,['drama']
4135,"['horror', 'thriller']"
4136,['war']
4137,"['drama', 'romance']"
4138,"['animation', 'adventure', 'comedy', 'family']"
4139,"['thriller', 'mystery']"
4140,"['comedy', 'animation']"
4141,"['animation', 'family', 'adventure', 'fantasy']"
4142,"['scifi', 'drama', 'romance', 'comedy']"
4143,['drama']
4144,['animation']
4145,"['action', 'adventure', 'comedy', 'crime', 'thriller']"
4146,"['drama', 'music', 'romance']"
4147,"['drama', 'thriller']"
4148,"['romance', 'tv movie']"
4149,"['drama', 'romance']"
4150,"['adventure', 'family', 'fantasy']"
4151,"['drama', 'romance']"
4152,"['comedy', 'family', 'romance']"
4153,"['comedy', 'action']"
4154,"['scifi', 'adventure']"
4155,"['action', 'horror']"
4156,"['action', 'crime']"
4157,"['drama', 'history', 'thriller', 'action']"
4158,"['drama', 'history']"
4159,"['romance', 'adventure', 'drama', 'family', 'history']"
4160,"['action', 'comedy', 'adventure', 'romance', 'drama']"
4161,"['music', 'comedy', 'romance', 'fantasy']"
4162,['scifi']
4163,"['action', 'crime', 'thriller']"
4164,['comedy']
4165,"['thriller', 'crime', 'action']"
4166,"['animation', 'family', 'comedy']"
4167,"['animation', 'action', 'adventure']"
4168,"['comedy', 'drama', 'music', 'romance']"
4169,"['action', 'comedy', 'horror', 'thriller']"
4170,"['family', 'comedy']"
4171,"['comedy', 'family', 'mystery', 'crime', 'adventure', 'action']"
4172,"['adventure', 'animation', 'comedy', 'family']"
4173,"['action', 'crime', 'drama']"
4174,"['drama', 'thriller', 'action']"
4175,['western']
4176,"['comedy', 'romance']"
4177,"['animation', 'drama', 'mystery', 'scifi', 'thriller', 'fantasy']"
4178,"['drama', 'horror', 'thriller', 'mystery']"
4179,"['action', 'drama', 'romance', 'thriller']"
4180,['drama']
4181,['thriller']
4182,"['romance', 'comedy']"
4183,"['animation', 'family', 'tv movie']"
4184,['horror']
4185,"['horror', 'mystery', 'thriller']"
4186,"['action', 'drama']"
4187,"['horror', 'thriller']"
4188,"['family', 'fantasy', 'scifi', 'animation']"
4189,"['drama', 'romance']"
4190,"['comedy', 'romance']"
4191,"['action', 'thriller']"
4192,"['comedy', 'drama', 'fantasy']"
4193,"['action', 'adventure', 'fantasy']"
4194,"['animation', 'action', 'comedy', 'family']"
4195,"['action', 'drama', 'thriller']"
4196,"['drama', 'scifi']"
4197,"['family', 'animation']"
4198,"['comedy', 'romance']"
4199,"['comedy', 'horror', 'fantasy']"
4200,"['family', 'romance', 'comedy']"
4201,"['horror', 'mystery', 'thriller', 'drama']"
4202,"['drama', 'horror', 'scifi', 'thriller']"
4203,"['action', 'adventure', 'drama', 'history', 'romance', 'war']"
4204,"['animation', 'drama', 'action']"
4205,"['crime', 'drama', 'history']"
4206,"['drama', 'thriller']"
4207,"['animation', 'family']"
4208,"['animation', 'family', 'action', 'adventure', 'drama', 'fantasy']"
4209,['thriller']
4210,"['action', 'comedy', 'scifi', 'animation']"
4211,"['action', 'adventure', 'family', 'fantasy']"
4212,"['drama', 'horror', 'crime', 'thriller']"
4213,"['action', 'scifi', 'thriller']"
4214,['drama']
4215,['horror']
4216,"['action', 'drama', 'thriller']"
4217,"['comedy', 'crime']"
4218,['action']
4219,"['action', 'drama', 'scifi', 'thriller']"
4220,"['comedy', 'drama', 'romance']"
4221,"['comedy', 'crime']"
4222,"['comedy', 'action']"
4223,"['drama', 'history']"
4224,['drama']
4225,"['action', 'animation', 'scifi']"
4226,"['mystery', 'thriller']"
4227,"['comedy', 'music', 'family']"
4228,"['drama', 'romance']"
4229,"['scifi', 'thriller', 'drama', 'romance', 'mystery']"
4230,"['drama', 'romance']"
4231,"['action', 'horror', 'scifi', 'animation']"
4232,"['animation', 'comedy', 'action', 'family']"
4233,"['thriller', 'drama', 'history']"
4234,"['action', 'thriller']"
4235,"['adventure', 'fantasy', 'animation', 'action', 'comedy', 'thriller', 'scifi', 'family']"
4236,"['family', 'adventure', 'animation', 'fantasy', 'action', 'scifi']"
4237,"['animation', 'comedy', 'family', 'tv movie', 'music', 'adventure', 'scifi']"
4238,"['romance', 'comedy']"
4239,"['action', 'drama']"
4240,"['scifi', 'action', 'animation']"
4241,"['action', 'crime', 'thriller']"
4242,"['horror', 'scifi', 'thriller']"
4243,"['horror', 'mystery', 'scifi']"
4244,['action']
4245,"['comedy', 'drama', 'romance']"
4246,['comedy']
4247,['documentary']
4248,['drama']
4249,"['action', 'adventure', 'horror']"
4250,"['horror', 'thriller']"
4251,"['drama', 'horror', 'mystery']"
4252,['drama']
4253,"['romance', 'drama']"
4254,"['drama', 'history', 'thriller', 'crime']"
4255,"['mystery', 'thriller', 'drama']"
4256,['drama']
4257,['animation']
4258,['comedy']
4259,"['action', 'comedy', 'romance']"
4260,"['animation', 'family']"
4261,"['animation', 'fantasy', 'horror', 'action']"
4262,"['adventure', 'comedy', 'fantasy']"
4263,"['fantasy', 'horror']"
4264,['drama']
4265,['comedy']
4266,"['horror', 'scifi', 'action', 'thriller']"
4267,"['adventure', 'drama', 'thriller']"
4268,"['comedy', 'documentary']"
4269,"['comedy', 'romance']"
4270,"['thriller', 'scifi']"
4271,"['crime', 'thriller', 'romance', 'drama']"
4272,['horror']
4273,"['drama', 'history', 'romance']"
4274,"['horror', 'thriller']"
4275,"['scifi', 'thriller', 'drama', 'crime']"
4276,"['horror', 'comedy', 'drama']"
4277,"['animation', 'adventure', 'comedy', 'family', 'fantasy', 'music']"
4278,"['action', 'war']"
4279,"['animation', 'family', 'adventure', 'action', 'comedy']"
4280,"['scifi', 'mystery', 'drama', 'thriller', 'horror']"
4281,"['comedy', 'fantasy']"
4282,"['comedy', 'drama']"
4283,['comedy']
4284,"['action', 'animation', 'scifi', 'tv movie', 'war']"
4285,"['horror', 'fantasy', 'thriller', 'drama']"
4286,"['thriller', 'horror']"
4287,"['thriller', 'crime', 'drama', 'mystery']"
4288,['horror']
4289,"['adventure', 'drama', 'thriller']"
4290,"['animation', 'fantasy', 'drama', 'scifi']"
4291,"['tv movie', 'family', 'comedy', 'fantasy']"
4292,"['documentary', 'music']"
4293,"['romance', 'drama']"
4294,"['romance', 'adventure', 'scifi', 'drama']"
4295,"['action', 'adventure', 'scifi', 'thriller']"
4296,"['scifi', 'thriller', 'mystery', 'action', 'adventure']"
4297,"['drama', 'romance']"
4298,"['drama', 'thriller', 'tv movie']"
4299,"['animation', 'music', 'family']"
4300,"['comedy', 'drama']"
4301,['comedy']
4302,"['action', 'adventure', 'comedy', 'scifi']"
4303,"['fantasy', 'comedy', 'romance']"
4304,['comedy']
4305,"['scifi', 'drama']"
4306,"['comedy', 'action']"
4307,"['family', 'drama']"
4308,"['family', 'adventure', 'comedy', 'romance']"
4309,"['thriller', 'action']"
4310,"['action', 'horror', 'scifi']"
4311,"['drama', 'action', 'war']"
4312,"['thriller', 'scifi']"
4313,"['fantasy', 'family', 'animation', 'adventure']"
4314,"['comedy', 'family', 'adventure']"
4315,"['comedy', 'adventure', 'family', 'fantasy']"
4316,"['romance', 'comedy', 'drama']"
4317,"['war', 'action']"
4318,"['drama', 'horror']"
4319,"['drama', 'thriller']"
4320,"['horror', 'thriller']"
4321,"['action', 'crime', 'mystery', 'thriller']"
4322,"['adventure', 'fantasy', 'mystery']"
4323,"['action', 'adventure', 'fantasy']"
4324,"['action', 'fantasy', 'horror', 'mystery']"
4325,"['drama', 'scifi', 'thriller']"
4326,"['music', 'documentary']"
4327,"['crime', 'action', 'thriller']"
4328,"['horror', 'action', 'drama', 'fantasy', 'war']"
4329,"['comedy', 'romance']"
4330,"['comedy', 'romance']"
4331,"['comedy', 'war']"
4332,['romance']
4333,"['action', 'adventure', 'scifi']"
4334,"['comedy', 'drama', 'romance']"
4335,"['horror', 'thriller']"
4336,"['animation', 'action', 'thriller']"
4337,"['action', 'fantasy', 'horror', 'scifi']"
4338,"['comedy', 'horror']"
4339,"['comedy', 'romance']"
4340,"['animation', 'family', 'fantasy', 'comedy', 'adventure', 'mystery']"
4341,"['drama', 'romance', 'adventure']"
4342,"['crime', 'action']"
4343,"['action', 'animation', 'scifi', 'fantasy']"
4344,"['drama', 'thriller']"
4345,"['comedy', 'music', 'romance']"
4346,['documentary']
4347,"['thriller', 'mystery', 'drama', 'romance']"
4348,['drama']
4349,['documentary']
4350,"['comedy', 'drama']"
4351,"['adventure', 'comedy', 'fantasy']"
4352,"['thriller', 'mystery', 'drama']"
4353,"['drama', 'thriller']"
4354,['drama']
4355,['documentary']
4356,"['horror', 'comedy', 'action']"
4357,['horror']
4358,"['horror', 'mystery', 'thriller']"
4359,"['action', 'adventure', 'thriller', 'drama']"
4360,"['comedy', 'crime']"
4361,"['crime', 'action', 'horror', 'thriller']"
4362,"['action', 'adventure', 'comedy', 'thriller']"
4363,"['horror', 'thriller', 'mystery']"
4364,"['scifi', 'horror', 'mystery']"
4365,"['action', 'thriller', 'scifi']"
4366,['western']
4367,['drama']
4368,"['comedy', 'drama', 'family', 'romance']"
4369,['comedy']
4370,['horror']
4371,"['drama', 'romance']"
4372,"['thriller', 'fantasy', 'action', 'comedy']"
4373,"['drama', 'crime']"
4374,"['drama', 'tv movie']"
4375,"['adventure', 'action', 'drama']"
4376,"['scifi', 'action', 'thriller']"
4377,"['horror', 'scifi', 'thriller']"
4378,"['animation', 'family']"
4379,"['family', 'animation', 'adventure']"
4380,"['mystery', 'drama', 'history', 'family', 'thriller']"
4381,"['action', 'comedy', 'fantasy']"
4382,['romance']
4383,"['comedy', 'romance']"
4384,"['action', 'animation']"
4385,"['action', 'adventure', 'comedy']"
4386,"['comedy', 'drama', 'romance']"
4387,"['action', 'adventure', 'crime', 'thriller']"
4388,"['drama', 'action', 'adventure', 'fantasy']"
4389,"['comedy', 'drama']"
4390,"['adventure', 'animation', 'comedy', 'family']"
4391,"['romance', 'drama']"
4392,"['action', 'crime', 'scifi']"
4393,"['scifi', 'action', 'thriller', 'drama']"
4394,"['action', 'drama']"
4395,"['thriller', 'drama', 'action']"
4396,"['action', 'adventure', 'fantasy', 'family']"
4397,"['drama', 'family', 'fantasy']"
4398,"['action', 'drama', 'thriller']"
4399,"['action', 'scifi', 'thriller']"
4400,"['drama', 'history', 'action']"
4401,"['action', 'thriller', 'scifi']"
4402,['drama']
4403,"['horror', 'thriller', 'mystery']"
4404,"['adventure', 'action']"
